reviewBody,reviewRating,runDate,dateCreated,date_clean,review_clean,review_parts_clean
"So today we visited the restaurant with friends who we had been with before. We arrived 15mins early and they said our table was ready, so we decided to take our seats and wait for our friends. After ordering some drinks we were then informed that we only had 2hrs from being seated to vacate our table, having not been told this at the entrance, we then only had 1h45 for our meal. As we had been to the restaurant before we had high expectations of the food as we had really enjoyed our previous meal. Sad to say it didnt live up to our previous experience. My friends loaded potato skins were burnt, chicken cooked but skin soggy and inedible and the waffles we had at the end of the meal were dry and tasted stale. To add insult to injury, the extortionate prices of the food had a little extra added to the bill in the form of a ""staff salad"" which apparently had been added on by accident. As my partner is a chef and has worked in many restaurants, we are doubtful a ""staff salad"" managed to appear on our bill as an accident more likely a member of staff trying their luck to get a free meal!!! Wont be returning again!! Very disappointed!!",2.0,2021-07-29,a year ago,2020-07-29,today visit restaurant friends before arrive minutes early say table ready decide take seat wait friends order drink inform hours seat vacate table not tell entrance h meal restaurant high expectations food really enjoy previous meal sad say didnt live previous experience friends load potato skin burn chicken cook skin soggy inedible waffle end meal dry taste stale add insult injury extortionate price food little extra add bill form staff salad apparently add accident partner chef work many restaurants doubtful staff salad manage appear bill accident likely member staff try luck get free meal wont return again disappoint,[]
Amazing .... the best food and service.,5.0,2021-07-29,2 months ago,2021-05-30,amazing best food service,[]
"Such a lovely little gem in London. Excellent food, great atmosphere and drinks are considerably cheap during happy hour.",5.0,2021-07-29,a year ago,2020-07-29,lovely little gem london excellent food great atmosphere drink considerably cheap happy hour,[]
"The food was nice, however the rush of the place really put me off. It was like TGI's on steroids. The bare was very very slow and there was hardly any beer/lager in draft and what they did have was incredibly flat. Had an iced drink dumped on my partner. And still had a service charge whacked on.",4.0,2021-07-29,a year ago,2020-07-29,food nice however rush place really put off like tgis steroids bare slow hardly beerlager draft incredibly flat ice drink dump partner still service charge whack on,[]
I was very disappointed as it was closed,1.0,2021-07-29,8 months ago,2020-12-01,disappoint close,[]
Ok not bad and not the best,3.0,2021-07-29,a year ago,2020-07-29,ok not bad not best,[]
Amazing!,5.0,2021-07-29,9 months ago,2020-11-01,amazing,[]
The food was delicious,5.0,2021-07-29,a year ago,2020-07-29,food delicious,[]
"The music upon entering is a bit loud. The service was good, the food was quick. However this was on a Sunday lunch time.",4.0,2021-07-29,a year ago,2020-07-29,music upon enter bit loud service good food quick however sunday lunch time,[]
"Amazing experience on a Saturday night, loved the ambience and the food was delicious. Service was really good too, will defo be back",5.0,2021-07-29,a year ago,2020-07-29,amazing experience saturday night love atmosphere food delicious service really good too defo back,[]
Great place with delecious lobsters,5.0,2021-07-29,a week ago,2021-07-22,great place delecious lobsters,[]
Lovely food and covid secure.,5.0,2021-07-29,9 months ago,2020-11-01,lovely food covid secure,[]
"This isn't the best Big Easy. I'd much rather visit the one on Chelsea. Service is okay and the food is okay too. They seem to have changed the shrimp batter (definitely prefer the old one!) and you only get a refill of 4 shrimps per go on Shrimp Tuesdays :-/. It's not a must visit kinda place, it's just okay.",2.0,2021-07-29,a year ago,2020-07-29,isnt best id much rather visit one chelsea service okay food okay too seem change shrimp batter definitely prefer old one get refill shrimp per go shrimp tuesdays not must visit kinda place okay,[]
"Nothing is big and easy about this place. Horrible service, I did not see any of the front of house smiles at all. Not child friendly, food and drink were overpriced compared to the igloo bar down the road. Overall, will NEVER return.",1.0,2021-07-29,a year ago,2020-07-29,nothing big easy place horrible service not see front house smile all not child friendly food drink overprice compare igloo bar road overall never return,[]
"Rather disappointed of our visit. We booked a week ahead and were excited to try a new venue which looks amazing from outside with a big terrace over the water and there is always nice music on when we walk by. We were sat at a table near the escalator, technically outside the venue, no music, no view whatsoever, no decor, no heating...despite leaving a note when booking to ask politely if we could have a nice table, and asking again on arrival. But more importantly, the service was extremely slow. Count 20 minutes to get a drink and it took an hour to get chips. We live nearby, what might have become a usual is a now a no go.",2.0,2021-07-29,3 months ago,2021-04-30,rather disappoint visit book week ahead excite try new venue look amazing outside big terrace water always nice music walk by sit table near escalator technically outside venue no music no view whatsoever no decor no heatingdespite leave note book ask politely could nice table ask arrival importantly service extremely slow count minutes get drink take hour get chip live nearby might become usual no go,[]
"The food was horrible. The chicken was cold, the sauces that glazed the wings and ribs ends were sickly sweet. The service was bad also. Overall not a good quality meal or experience and not value for money. I will not go there again.",1.0,2021-07-29,a year ago,2020-07-29,food horrible chicken cold sauce glaze wing rib end sickly sweet service bad also overall not good quality meal experience not value money wont go again,[]
Beautiful food great atmosphere great value for money,5.0,2021-07-29,a year ago,2020-07-29,beautiful food great atmosphere great value money,[]
"Myself and 7 friends went for the bottomless brunch. The food was not great and I was vomiting about 90 minutes later. Management seemed to think i was lying and that it could not have been the food. Later that day all of us were ill and in the end 7 of vomited. Awful all round, would not recommend to anyone.",1.0,2021-07-29,a year ago,2020-07-29, friends go bottomless brunch food not great vomit minutes later management seem think lie could not food later day us ill end vomit awful round wouldnt recommend anyone,[]
